questions,answer,category
Apa nama lengkap dan gelar akademis Arif Rahman?,"Nama lengkap Arif Rahman adalah Dr. Arif Rahman, S.T., M.T.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Arif Rahman mengambil program studi S1?,Arif Rahman mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Arif Rahman di Departemen Teknik Informatika (DTIF)?,Arif Rahman mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Arif Rahman?,"Bidang penelitian Arif Rahman melibatkan Pemrosesan citra, visi komputer, pemrosesan teks, dan algoritma genetik.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Arif Rahman?,"Arif Rahman memiliki minat penelitian pada Pemrosesan citra, visi komputer, pemrosesan teks, dan algoritma genetik.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Dwija Wisnu Brata?,Email untuk menghubungi Dwija Wisnu Brata adalah wisnubrata[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Dwija Wisnu Brata?,"Nama lengkap Dwija Wisnu Brata adalah Dwija Wisnu Brata, S.ST., M.T.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Dwija Wisnu Brata mengambil program studi S1?,Dwija Wisnu Brata mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Dwija Wisnu Brata di Departemen Sistem Informasi (DSI)?,Dwija Wisnu Brata mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Dwija Wisnu Brata?,Bidang penelitian Dwija Wisnu Brata melibatkan Jaringan Multimedia; IoT.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Dwija Wisnu Brata?,Dwija Wisnu Brata memiliki minat penelitian pada Jaringan Multimedia dan IoT.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Edita Rosana?,Email untuk menghubungi Edita Rosana adalah editarosanaw[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Edita Rosana?,"Nama lengkap Edita Rosana adalah Edita Rosana Widasari, S.T., M.T., M.Eng., Ph.D.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Edita Rosana mengambil program studi S1?,Edita Rosana mengambil program studi S1 di Departemen Teknik Komputer.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Edita Rosana di Departemen Teknik Informatika (DTIF)?,Edita Rosana mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Edita Rosana?,Bidang penelitian Edita Rosana melibatkan Biomedical Signal Processing dan Wireless Sensor Network.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Edita Rosana?,Edita Rosana memiliki minat penelitian pada Biomedical Signal Processing dan Wireless Sensor Network.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Edy Santoso?,Email untuk menghubungi Edy Santoso adalah edy144[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Edy Santoso?,"Nama lengkap Edy Santoso adalah Edy Santoso, S.Si., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Edy Santoso mengambil program studi S1?,Edy Santoso mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Edy Santoso di Departemen Teknik Informatika (DTIF)?,Edy Santoso mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Edy Santoso?,Bidang penelitian Edy Santoso melibatkan Kecerdasan Buatan.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Edy Santoso?,Edy Santoso memiliki minat penelitian pada Kecerdasan Buatan.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Eko Sakti?,Email untuk menghubungi Eko Sakti adalah ekosakti[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Eko Sakti?,"Nama lengkap Eko Sakti adalah Eko Sakti Pramukantoro, S.Kom., M.Kom., Ph.D.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Eko Sakti mengambil program studi S1?,Eko Sakti mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Eko Sakti di Departemen Teknik Informatika (DTIF)?,Eko Sakti mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Eko Sakti?,"Bidang penelitian Eko Sakti melibatkan Internet of Things, Delay Tolerant Network, Network security, information centric network, dan web service.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Eko Sakti?,"Eko Sakti memiliki minat penelitian pada Internet of Things, Delay Tolerant Network, Network security, information centric network, dan web service.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Eko Setiawan?,Email untuk menghubungi Eko Setiawan adalah ekosetiawan[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Eko Setiawan?,"Nama lengkap Eko Setiawan adalah Eko Setiawan, S.T., M.Eng., Ph.D.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Eko Setiawan mengambil program studi S1?,Eko Setiawan mengambil program studi S1 di Departemen Teknik Komputer.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Eko Setiawan di Departemen Teknik Informatika (DTIF)?,Eko Setiawan mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Eko Setiawan?,"Bidang penelitian Eko Setiawan melibatkan Sistem Tertanam, Sistem Kendali, Robotika, dan Rekayasa Perangkat Cerdas.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Eko Setiawan?,"Eko Setiawan memiliki minat penelitian pada Sistem Tertanam, Sistem Kendali, Robotika, dan Rekayasa Perangkat Cerdas.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Eriq Muhammad Adams?,Email untuk menghubungi Eriq Muhammad Adams adalah eriq.adams[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Eriq Muhammad Adams?,"Nama lengkap Eriq Muhammad Adams adalah Eriq Muhammad Adams Jonemaro, S.T., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Eriq Muhammad Adams mengambil program studi S1?,Eriq Muhammad Adams mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Eriq Muhammad Adams di Departemen Teknik Informatika (DTIF)?,Eriq Muhammad Adams mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Eriq Muhammad Adams?,Bidang penelitian Eriq Muhammad Adams melibatkan Kecerdasan Buatan dalam Gim.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Eriq Muhammad Adams?,Eriq Muhammad Adams memiliki minat penelitian pada Kecerdasan Buatan dalam Gim.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Fais Al Huda?,"Nama lengkap Fais Al Huda adalah Fais Al Huda, S.Kom., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Fais Al Huda mengambil program studi S1?,Fais Al Huda mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Fais Al Huda di Departemen Teknik Informatika (DTIF)?,Fais Al Huda mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Fais Al Huda?,Bidang penelitian Fais Al Huda belum disediakan.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Fais Al Huda?,Topik-topik penelitian yang diminati oleh Fais Al Huda belum disediakan.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Faizatul Amalia?,Email untuk menghubungi Faizatul Amalia adalah faiz_amalia[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Faizatul Amalia?,"Nama lengkap Faizatul Amalia adalah Faizatul Amalia, S.Pd., M.Pd.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Faizatul Amalia mengambil program studi S1?,Faizatul Amalia mengambil program studi S1 di Departemen Pendidikan Teknologi Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Faizatul Amalia di Departemen Sistem Informasi (DSI)?,Faizatul Amalia mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Faizatul Amalia?,Bidang penelitian Faizatul Amalia adalah pendidikan rekayasa perangkat lunak.,Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Faizatul Amalia?,Faizatul Amalia memiliki minat penelitian pada pendidikan rekayasa perangkat lunak.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Fajar Pradana?,Email untuk menghubungi Fajar Pradana adalah fajar.p[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Fajar Pradana?,"Nama lengkap Fajar Pradana adalah Fajar Pradana, S.ST., M.Eng.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Fajar Pradana mengambil program studi S1?,Fajar Pradana mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Fajar Pradana di Departemen Sistem Informasi (DSI)?,Fajar Pradana mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Fajar Pradana?,"Bidang penelitian Fajar Pradana adalah rekayasa perangkat lunak, rekayasa kebutuhan, perancangan perangkat lunak, pengujian perangkat lunak, perawatan perangkat lunak.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Fajar Pradana?,"Fajar Pradana memiliki minat penelitian pada rekayasa perangkat lunak, rekayasa kebutuhan, perancangan perangkat lunak, pengujian perangkat lunak, dan perawatan perangkat lunak.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Fariz Andri Bakhtiar?,Email untuk menghubungi Fariz Andri Bakhtiar adalah fariz[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademis Fariz Andri Bakhtiar?,"Nama lengkap Fariz Andri Bakhtiar adalah Fariz Andri Bakhtiar, S.T., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Fariz Andri Bakhtiar mengambil program studi S1?,Fariz Andri Bakhtiar mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Fariz Andri Bakhtiar di Departemen Teknik Informatika (DTIF)?,Fariz Andri Bakhtiar mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Fariz Andri Bakhtiar?,"Bidang penelitian Fariz Andri Bakhtiar adalah jaringan komputer, keamanan informasi.",Manajemen / Struktur Organisasi FILKOM
Apa topik-topik penelitian yang diminati oleh Fariz Andri Bakhtiar?,Fariz Andri Bakhtiar memiliki minat penelitian pada jaringan komputer dan keamanan informasi.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Hanifah Muslimah Az-Zahra?,Email untuk menghubungi Hanifah Muslimah Az-Zahra adalah hanifah.azzahra[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Hanifah Muslimah Az-Zahra beserta gelar akademisnya?,"Nama lengkap Hanifah Muslimah Az-Zahra beserta gelar akademisnya adalah Hanifah Muslimah Az-Zahra, S.Sn., M.Ds.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Hanifah Muslimah Az-Zahra mengambil program studi S1?,Hanifah Muslimah Az-Zahra mengambil program studi S1 di Departemen Pendidikan Teknologi Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Hanifah Muslimah Az-Zahra di Departemen Sistem Informasi (DSI)?,Hanifah Muslimah Az-Zahra mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Hanifah Muslimah Az-Zahra?,"Bidang penelitian Hanifah Muslimah Az-Zahra melibatkan Pengalaman Pengguna, Antarmuka Pengguna, dan Desain Pengalaman Pembelajaran.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Hariz Farisi?,Email untuk menghubungi Hariz Farisi adalah hariz_farisi[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Hariz Farisi beserta gelar akademisnya?,"Nama lengkap Hariz Farisi beserta gelar akademisnya adalah Hariz Farisi, S.Kom., M.T.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Hariz Farisi mengambil program studi S1?,Hariz Farisi mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Hariz Farisi di Departemen Sistem Informasi (DSI)?,Hariz Farisi mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Himawat Aryadita?,Email untuk menghubungi Himawat Aryadita adalah himawat[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Himawat Aryadita beserta gelar akademisnya?,"Nama lengkap Himawat Aryadita beserta gelar akademisnya adalah Himawat Aryadita, S.T., M.Sc.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Himawat Aryadita mengambil program studi S1?,Himawat Aryadita mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Himawat Aryadita di Departemen Sistem Informasi (DSI)?,Himawat Aryadita mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Himawat Aryadita?,"Bidang penelitian Himawat Aryadita mencakup E-Business, Manajemen Produk, Evaluasi Sistem Informasi, Audit Sistem Informasi, dan Manajemen dan Organisasi.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Imam Cholissodin?,Email untuk menghubungi Imam Cholissodin adalah imamcs[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Imam Cholissodin beserta gelar akademisnya?,"Nama lengkap Imam Cholissodin beserta gelar akademisnya adalah Imam Cholissodin, S.Si., M.Kom.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Imam Cholissodin mengambil program studi S1?,Imam Cholissodin mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Imam Cholissodin di Departemen Teknik Informatika (DTIF)?,Imam Cholissodin mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Imam Cholissodin?,"Bidang penelitian Imam Cholissodin melibatkan Kecerdasan Buatan, Pengenalan Pola, Sistem Temu Kembali Informasi, Sistem Pendukung Keputusan, Pemrograman Perangkat Bergerak, Big Data, dan Pemrograman GPU.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Intan Sartika Eris Maghfiroh?,Email untuk menghubungi Intan Sartika Eris Maghfiroh adalah intansartika[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Intan Sartika Eris Maghfiroh beserta gelar akademisnya?,"Nama lengkap Intan Sartika Eris Maghfiroh beserta gelar akademisnya adalah Intan Sartika Eris Maghfiroh, S.E., M.B.A..",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Intan Sartika Eris Maghfiroh mengambil program studi S1?,Intan Sartika Eris Maghfiroh mengambil program studi S1 di Departemen Sistem Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Intan Sartika Eris Maghfiroh di Departemen Sistem Informasi (DSI)?,Intan Sartika Eris Maghfiroh mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Intan Sartika Eris Maghfiroh?,"Bidang penelitian Intan Sartika Eris Maghfiroh melibatkan Sustainability Accounting, Sustainable Business Model, Managerial Accounting, dan Management Information System.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Adam Hendra Brata?,Email untuk menghubungi Adam Hendra Brata adalah adam[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Adam Hendra Brata beserta gelar akademisnya?,"Nama lengkap Adam Hendra Brata beserta gelar akademisnya adalah Ir. Adam Hendra Brata, S.Kom., M.T., M.Sc.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Adam Hendra Brata mengambil program studi S1?,Adam Hendra Brata mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Adam Hendra Brata di Departemen Teknik Informatika (DTIF)?,Adam Hendra Brata mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Adam Hendra Brata?,Adam Hendra Brata belum memiliki informasi spesifik terkait bidang penelitiannya.,Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Ir. Admaja Dwi Herlambang?,Email untuk menghubungi Ir. Admaja Dwi Herlambang adalah herlambang[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Ir. Admaja Dwi Herlambang beserta gelar akademisnya?,"Nama lengkap Ir. Admaja Dwi Herlambang beserta gelar akademisnya adalah Ir. Admaja Dwi Herlambang, S.Pd., M.Pd.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Ir. Admaja Dwi Herlambang mengambil program studi S1?,Ir. Admaja Dwi Herlambang mengambil program studi S1 di Departemen Pendidikan Teknologi Informasi.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Ir. Admaja Dwi Herlambang di Departemen Sistem Informasi (DSI)?,Ir. Admaja Dwi Herlambang mengikuti Program Studi di Departemen Sistem Informasi (DSI).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Ir. Admaja Dwi Herlambang?,"Bidang penelitian Ir. Admaja Dwi Herlambang mencakup Cognitive Science, Computational Thinking, Technology Enhanced Learning, Information Technology Education, dan Information Technology Governance.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Ir. Agus Wahyu Widodo?,Email untuk menghubungi Ir. Agus Wahyu Widodo adalah a_wahyu_w[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Ir. Agus Wahyu Widodo beserta gelar akademisnya?,"Nama lengkap Ir. Agus Wahyu Widodo beserta gelar akademisnya adalah Ir. Agus Wahyu Widodo, S.T., M.Cs.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Ir. Agus Wahyu Widodo mengambil program studi S1?,Ir. Agus Wahyu Widodo mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Ir. Agus Wahyu Widodo di Departemen Teknik Informatika (DTIF)?,Ir. Agus Wahyu Widodo mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Ir. Agus Wahyu Widodo?,"Bidang penelitian Ir. Agus Wahyu Widodo mencakup Pengenalan Pola, Pemrosesan Citra Digital, Algoritma Evolusi, dan Knowledge Discovery.",Manajemen / Struktur Organisasi FILKOM
Apa email yang dapat digunakan untuk menghubungi Ir. Ari Kusyanti?,Email untuk menghubungi Ir. Ari Kusyanti adalah ari.kusyanti[at]ub.ac.id.,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap Ir. Ari Kusyanti beserta gelar akademisnya?,"Nama lengkap Ir. Ari Kusyanti beserta gelar akademisnya adalah Ir. Ari Kusyanti, S.T., M.Sc.",Manajemen / Struktur Organisasi FILKOM
Di departemen mana Ir. Ari Kusyanti mengambil program studi S1?,Ir. Ari Kusyanti mengambil program studi S1 di Departemen Teknik Informatika.,Manajemen / Struktur Organisasi FILKOM
Program Studi apa yang diikuti oleh Ir. Ari Kusyanti di Departemen Teknik Informatika (DTIF)?,Ir. Ari Kusyanti mengikuti Program Studi di Departemen Teknik Informatika (DTIF).,Manajemen / Struktur Organisasi FILKOM
Apa bidang penelitian yang menjadi fokus Ir. Ari Kusyanti?,"Bidang penelitian Ir. Ari Kusyanti mencakup Keamanan Data, Privasi Data, Kriptografi, Audit Kemanan Informasi, Usable Security, dan User-Centered Security.",Manajemen / Struktur Organisasi FILKOM
